Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000178922,HYI,23,0.10579,43,1.37797,10,-1.1730,13,-0.9786,18,-0.3022
ENSG00000142949,PTPRF,92,-0.1791,68,-0.6840,151,0.64244,106,0.08679,114,0.20651
ENSG00000066135,KDM4A,15,-0.0134,4,-2.0940,22,0.60454,18,0.41994,18,0.31498
ENSG00000126091,ST3GAL3,4,-3.2056,40,0.42031,57,0.95084,40,0.50773,27,-0.3133
ENSG00000117408,IPO13,107,0.65428,112,0.74325,49,-0.6910,49,-0.8358,62,-0.3433
ENSG00000117410,ATP6V0B,168,-1.3049,312,-0.2851,303,-0.3064,609,1.20730,290,-0.4133
ENSG00000117411,B4GALT2,41,-0.8399,73,0.16716,83,0.35548,66,-0.0335,80,0.32643
ENSG00000159214,CCDC24,4,-1.9715,9,-0.9249,13,-0.1692,26,1.30993,16,0.16250
ENSG00000178028,DMAP1,37,-0.7944,55,-0.1596,83,0.52387,73,0.44006,55,-0.1323
ENSG00000117419,ERI3,67,-1.3913,186,0.34664,112,-0.4966,198,0.55020,164,0.11614
ENSG00000187147,RNF220,178,0.53773,146,0.15933,106,-0.3638,140,0.10135,81,-0.8605
ENSG00000142937,RPS8,2250,0.84023,1696,0.28151,452,-1.7922,1101,-0.5457,1453,-0.0026
ENSG00000070785,EIF2B3,30,-0.0901,30,-0.1080,26,-0.3326,39,0.44216,27,-0.2625
ENSG00000126088,UROD,35,-1.4397,109,0.51262,70,-0.2677,99,0.39163,86,0.07408
ENSG00000117450,PRDX1,209,-0.5483,368,0.47076,152,-0.9863,294,0.05620,336,0.29998
ENSG00000117448,AKR1A1,37,-0.8115,104,1.10645,19,-1.7075,61,0.07934,53,-0.1797
ENSG00000132780,NASP,304,2.57224,64,-0.7954,52,-1.0269,37,-1.7954,58,-0.9496
ENSG00000159592,GPBP1L1,42,0.63672,16,-1.0546,37,0.35627,30,0.01400,28,-0.1287
ENSG00000086015,MAST2,15,-0.9322,22,-0.2492,31,0.30539,29,0.22937,33,0.45507
ENSG00000117461,PIK3R3,9,-1.2012,23,0.33681,25,0.43219,25,0.52880,14,-0.5079
ENSG00000085998,POMGNT1,58,0.03225,71,0.39274,60,0.06654,61,0.12619,36,-0.7893
ENSG00000132128,LRRC41,22,-0.7137,35,0.06091,27,-0.3180,43,0.50942,34,0.00131
ENSG00000173660,UQCRH,160,-1.8667,421,-0.3088,206,-1.3736,743,0.90171,707,0.65276
ENSG00000117481,NSUN4,22,0.60547,11,-0.5319,13,-0.3455,17,0.15764,14,-0.2552
ENSG00000117480,FAAH,67,0.69136,60,0.47805,41,-0.2118,36,-0.5162,32,-0.6672
ENSG00000282881,TMEM275,1,-4.2394,21,0.40300,26,0.70629,25,0.94356,11,-0.7021
ENSG00000079277,MKNK1,10,-1.2045,24,0.29241,24,0.24702,22,0.15373,24,0.24361
ENSG00000123472,ATPAF1,53,-1.2398,115,0.07031,108,-0.0428,124,0.23460,147,0.51928
ENSG00000159658,EFCAB14,165,1.32450,99,0.26546,64,-0.4567,41,-1.3477,70,-0.3406
ENSG00000186377,CYP4X1,1,-3.8157,14,-0.1401,11,-0.4592,33,2.04121,6,-1.4344
ENSG00000162368,CMPK1,97,-0.4967,136,0.09833,135,0.07483,138,0.14825,136,0.10227
ENSG00000162373,BEND5,16,-1.1199,24,-0.5041,26,-0.3151,47,0.89894,35,0.18090
ENSG00000162374,ELAVL4,20,-2.9633,86,-0.7227,296,1.39006,209,1.09014,88,-0.6827
ENSG00000185104,FAF1,40,0.02851,46,0.27119,41,0.04382,42,0.10769,29,-0.5439
ENSG00000123091,RNF11,102,-2.1350,327,-0.2723,537,0.55831,555,0.84989,378,-0.0159
ENSG00000085832,EPS15,156,-0.0288,153,-0.0572,147,-0.1159,196,0.45665,116,-0.5469
ENSG00000117859,OSBPL9,51,1.44027,21,-0.2781,16,-0.7025,17,-0.7444,19,-0.4220
ENSG00000078618,NRDC,167,0.54484,113,-0.1821,163,0.43234,119,-0.0928,84,-0.6779
ENSG00000169213,RAB3B,28,-2.1100,195,1.23037,275,1.66131,88,-0.3638,34,-1.8306
ENSG00000117862,TXNDC12,16,-0.8661,34,0.47364,15,-0.8294,31,0.34494,28,0.09185
ENSG00000134717,BTF3L4,42,-0.6485,64,0.06088,43,-0.5603,81,0.59217,60,-0.0634
ENSG00000157077,ZFYVE9,27,-0.2407,22,-0.5921,47,0.68590,33,0.12026,33,0.12039
ENSG00000134748,PRPF38A,89,1.26986,49,0.08627,37,-0.3603,23,-1.3076,44,-0.1210
ENSG00000134744,TUT4,204,2.29132,44,-0.8639,97,0.44792,18,-2.4160,45,-0.8344
ENSG00000162377,COA7,14,-0.8167,9,-1.5403,34,0.67087,31,0.69796,27,0.30638
ENSG00000162378,ZYG11B,56,-1.2901,91,-0.4939,229,1.06693,171,0.76798,88,-0.5508
ENSG00000121310,ECHDC2,11,-0.7035,33,1.28547,17,-0.0100,5,-1.9572,25,0.70468
ENSG00000116171,SCP2,58,-0.5577,84,0.07780,73,-0.1484,91,0.25172,87,0.14925
ENSG00000162384,CZIB,37,-0.6283,68,0.44277,30,-0.8722,64,0.36881,52,-0.0576
ENSG00000162385,MAGOH,16,-0.9138,15,-1.0020,14,-0.9957,37,0.68187,43,0.85699
ENSG00000157193,LRP8,4,-3.2489,50,0.60204,73,1.17160,42,0.31823,27,-0.4928
ENSG00000058799,YIPF1,6,-1.4124,17,0.17341,24,0.70706,19,0.46481,13,-0.2975
ENSG00000081870,HSPB11,18,-1.2465,44,0.26985,25,-0.6732,53,0.70669,38,-0.0330
ENSG00000116209,TMEM59,189,0.05409,222,0.35601,98,-0.9747,200,0.18125,157,-0.2775
ENSG00000116221,MRPL37,16,-2.3275,85,0.42657,73,0.13937,95,0.77176,57,-0.2929
ENSG00000157216,SSBP3,68,-2.0411,263,0.16650,408,0.87905,289,0.39903,232,-0.0651
ENSG00000243725,TTC4,15,-0.4808,28,0.59837,30,0.64816,18,-0.2515,16,-0.3870
ENSG00000116133,DHCR24,265,0.32441,158,-0.5922,284,0.39348,287,0.55945,116,-1.0932
ENSG00000162402,USP24,31,0.31450,27,0.03150,28,0.09517,25,-0.1005,22,-0.3117
ENSG00000162407,PLPP3,84,-0.0965,115,0.47711,68,-0.4271,20,-2.5024,181,1.44918
ENSG00000162409,PRKAA2,10,-2.2925,27,-0.7133,92,1.34530,54,0.58958,43,0.06156
ENSG00000162601,MYSM1,64,0.97920,17,-1.3623,58,0.66826,29,-0.5449,39,0.03677
ENSG00000177606,JUN,66,-0.3023,75,-0.0720,122,0.72961,56,-0.6616,106,0.56909
ENSG00000134709,HOOK1,8,-2.0491,13,-1.3715,78,1.69506,35,0.38072,34,0.27462
ENSG00000162599,NFIA,342,1.11142,233,0.33209,250,0.40472,61,-2.0464,183,-0.1137
ENSG00000162604,TM2D1,36,-0.6520,52,-0.0127,43,-0.2941,61,0.32879,60,0.26612
ENSG00000162607,USP1,118,1.89487,20,-1.4359,60,0.34837,23,-1.3237,40,-0.3549
ENSG00000116641,DOCK7,15,-0.7893,24,0.00112,46,1.10527,20,-0.3022,26,0.19627
ENSG00000125703,ATG4C,61,1.54644,35,0.32922,17,-0.7814,19,-0.7647,11,-1.5876
ENSG00000079739,PGM1,9,-1.8676,43,0.65435,21,-0.5700,35,0.27366,37,0.35757
ENSG00000158966,CACHD1,9,-1.1103,20,0.19341,7,-1.4856,19,0.04257,30,0.97510
ENSG00000162434,JAK1,71,0.23911,55,-0.2358,100,0.77123,54,-0.2797,55,-0.2199
ENSG00000162433,AK4,12,-2.4520,47,-0.3459,98,0.89396,60,0.11469,87,0.80397
ENSG00000116675,DNAJC6,268,-0.4481,291,-0.3070,467,0.48680,512,0.89196,172,-1.1810
ENSG00000213625,LEPROT,32,0.27557,37,0.55362,32,0.25062,12,-1.4870,35,0.41405
ENSG00000184588,PDE4B,112,1.56110,50,-0.0907,55,0.08446,29,-1.0862,29,-0.9869
ENSG00000118473,SGIP1,44,-1.4684,100,-0.0992,157,0.63916,132,0.47607,110,0.06164
ENSG00000198160,MIER1,132,2.10839,15,-1.9253,56,0.16368,20,-1.6362,47,-0.1142
ENSG00000142864,SERBP1,345,1.10441,128,-0.7420,190,-0.0552,132,-0.7685,220,0.19704
ENSG00000116717,GADD45A,18,-0.6130,20,-0.4416,25,-0.0902,36,0.67530,27,0.02898
ENSG00000172380,GNG12,3,-2.5525,39,1.51456,32,0.89388,5,-2.1051,26,0.64272
ENSG00000116729,WLS,14,-2.1796,114,1.55750,66,0.33831,26,-1.3274,68,0.45135
ENSG00000033122,LRRC7,17,-1.9162,39,-0.6174,106,1.04656,79,0.76368,54,-0.0927
ENSG00000066557,LRRC40,13,-0.8125,12,-0.8620,20,-0.0083,27,0.58023,27,0.52441
ENSG00000116754,SRSF11,753,1.83152,299,-0.1177,305,-0.0745,148,-1.4056,171,-1.0578
ENSG00000118454,ANKRD13C,25,-0.2986,22,-0.4918,36,0.30274,35,0.34453,31,0.06399
ENSG00000132485,ZRANB2,258,0.86450,106,-0.7523,200,0.31250,127,-0.5088,169,0.04681
ENSG00000172260,NEGR1,95,-1.5738,195,-0.4079,450,1.01188,339,0.72259,205,-0.3217
ENSG00000178965,ERICH3,21,-1.9953,50,-0.6415,198,1.73107,84,0.28240,70,-0.0847
ENSG00000116791,CRYZ,4,-2.5092,25,0.40530,15,-0.4141,38,1.57616,7,-1.7047
ENSG00000162623,TYW3,54,0.37213,42,-0.0534,45,0.03327,38,-0.2792,43,-0.0153
ENSG00000117054,ACADM,42,0.10576,31,-0.4325,39,-0.0268,38,-0.0845,49,0.38050
ENSG00000137955,RABGGTB,38,-0.2853,67,0.79412,30,-0.6333,49,0.20382,29,-0.7418
ENSG00000117069,ST6GALNAC5,0,-5.7320,13,-1.5015,32,-0.0250,72,2.25604,23,-0.5725
ENSG00000142892,PIGK,24,-0.5477,42,0.45879,25,-0.4441,42,0.51664,23,-0.5875
ENSG00000154027,AK5,149,-1.2331,207,-0.6977,395,0.39078,498,1.11266,252,-0.3690
ENSG00000036549,AC118549.1,63,1.30768,32,-0.0574,27,-0.2978,29,-0.2199,12,-1.6852
ENSG00000077254,USP33,73,-0.3400,79,-0.1838,121,0.51122,114,0.55490,58,-0.7219
ENSG00000180488,MIGA1,141,0.36565,61,-1.0869,212,1.01155,129,0.23060,77,-0.6988
ENSG00000162613,FUBP1,56,0.30887,26,-0.9852,75,0.73739,43,-0.1907,53,0.19197
ENSG00000162616,DNAJB4,19,-0.4322,20,-0.4140,33,0.47194,28,0.23860,27,0.14301
ENSG00000117114,ADGRL2,2,-3.2040,2,-3.0172,33,0.86926,36,1.56211,21,0.14284
ENSG00000137941,TTLL7,1099,2.58338,144,-1.5451,396,0.12525,187,-1.2428,109,-1.9711
ENSG00000142875,PRKACB,233,-0.7334,272,-0.4718,394,0.15946,525,0.88204,294,-0.3407
ENSG00000117133,RPF1,28,-0.0064,20,-0.5286,31,0.15445,31,0.18757,30,0.13131
ENSG00000174021,GNG5,15,-0.9981,46,0.92873,11,-1.4256,14,-1.2819,53,1.27384
ENSG00000117155,SSX2IP,30,-1.7649,38,-1.3777,169,1.08790,129,0.86412,95,0.12675
ENSG00000162642,C1orf52,27,-1.1081,43,-0.3283,58,0.17455,79,0.96525,42,-0.3598
ENSG00000153904,DDAH1,32,-3.1506,288,0.36495,306,0.42047,282,0.38212,285,0.34683
ENSG00000117174,ZNHIT6,124,1.63830,45,-0.4069,51,-0.1608,28,-1.2794,46,-0.3576
ENSG00000122417,ODF2L,83,0.57177,13,-2.4096,133,1.31747,62,0.02869,50,-0.3594
ENSG00000097033,SH3GLB1,83,1.01665,39,-0.3858,52,0.10149,30,-0.9184,52,0.10717
ENSG00000183291,SELENOF,91,-0.0401,88,-0.0900,74,-0.3519,104,0.23832,92,-0.0149
ENSG00000153936,HS2ST1,6,-2.6099,24,-0.4719,49,0.74642,47,0.93831,31,-0.0009
ENSG00000143013,LMO4,203,-1.9409,210,-1.8889,1394,1.25695,900,0.67493,862,0.48762
ENSG00000065243,PKN2,93,2.19762,17,-1.1411,32,-0.1326,13,-1.7039,27,-0.4387
ENSG00000137947,GTF2B,10,-1.0689,13,-0.7023,10,-1.0802,27,0.68176,31,0.79828
ENSG00000137944,KYAT3,8,-1.8231,17,-0.5870,17,-0.5402,34,0.82112,35,0.70430
ENSG00000213516,RBMXL1,44,1.36931,17,-0.4867,23,0.04945,13,-1.0162,20,-0.2050
ENSG00000197147,LRRC8B,64,-0.5046,32,-1.6375,150,0.92261,114,0.63389,87,0.02179
ENSG00000171492,LRRC8D,80,1.92539,21,-0.7250,30,-0.1229,20,-0.9082,17,-1.1214
ENSG00000162664,ZNF326,321,2.64546,69,-0.7052,79,-0.4423,35,-1.9165,41,-1.5336
ENSG00000233593,LINC02609,41,1.15641,11,-1.1632,5,-2.2003,28,0.45535,17,-0.5251
ENSG00000122482,ZNF644,167,2.39269,14,-2.2710,84,0.57829,20,-1.8529,39,-0.6825
ENSG00000172031,EPHX4,2,-3.0209,8,-1.3444,9,-1.0602,39,1.91129,20,0.11232
ENSG00000189195,BTBD8,166,0.21140,30,-2.5335,360,1.53750,137,-0.1505,156,0.10325
ENSG00000122484,RPAP2,109,1.32662,29,-1.1144,136,1.51222,21,-1.7426,44,-0.4258
ENSG00000067208,EVI5,181,2.46255,19,-1.8968,68,0.14750,20,-1.9848,47,-0.4987
ENSG00000122406,RPL5,851,0.38428,843,0.36584,326,-1.1661,567,-0.3929,751,0.14927
ENSG00000154511,DIPK1A,26,-0.1943,32,0.19476,30,0.07041,32,0.23128,23,-0.4027
ENSG00000143033,MTF2,53,1.04288,17,-1.0290,54,0.89749,24,-0.4796,22,-0.5679
ENSG00000117500,TMED5,25,0.00264,28,0.16942,27,0.12769,25,0.01405,21,-0.2880
ENSG00000117505,DR1,28,-0.8003,49,0.18951,44,0.00786,53,0.39030,42,-0.0691
ENSG00000137942,FNBP1L,13,-0.9932,33,0.59752,54,1.37191,19,-0.4182,18,-0.5277
ENSG00000067334,DNTTIP2,128,1.06866,39,-1.0603,79,0.10430,59,-0.4345,75,0.01341
ENSG00000023909,GCLM,16,-0.8528,20,-0.4224,32,0.34792,39,0.89827,20,-0.4662
ENSG00000117528,ABCD3,61,0.80138,28,-0.5753,38,-0.0602,34,-0.3292,40,0.01967
ENSG00000117525,F3,7,-2.0090,41,0.95516,24,-0.0508,8,-1.8471,52,1.48531
ENSG00000117519,CNN3,54,-0.6937,122,0.80513,61,-0.4416,49,-0.9165,121,0.78756
ENSG00000152078,TLCD4,12,-1.2586,6,-2.2099,50,1.14577,30,0.40112,38,0.74582
ENSG00000228971,LINC02607,4,-3.5436,57,0.51090,60,0.51454,61,0.74648,35,-0.3806
ENSG00000117569,PTBP2,46,-0.4915,82,0.55320,56,-0.1286,72,0.35193,41,-0.6820
ENSG00000117598,PLPPR5,2,-3.8412,35,0.54436,36,0.52787,37,0.81288,19,-0.5242
ENSG00000117600,PLPPR4,8,-3.8861,62,-0.9294,155,0.60957,177,1.20422,121,0.22010
ENSG00000162688,AGL,22,-0.3434,18,-0.7024,42,0.70666,25,-0.2068,38,0.62268
ENSG00000117620,SLC35A3,43,1.51726,9,-1.3586,31,0.68410,17,-0.3247,9,-1.3802
ENSG00000156875,MFSD14A,28,-0.3480,38,0.15991,44,0.40380,46,0.64781,15,-1.3803
ENSG00000137992,DBT,49,0.22037,34,-0.4197,77,0.95874,32,-0.5486,46,0.11249
ENSG00000224616,RTCA-AS1,39,1.53753,13,-0.5180,28,0.73045,10,-1.0589,9,-1.0982
ENSG00000137996,RTCA,15,-1.8495,71,0.80103,56,0.28506,57,0.40970,35,-0.5060
ENSG00000162694,EXTL2,22,-0.2533,9,-1.6950,38,0.63717,41,1.10920,16,-0.7784
ENSG00000170989,S1PR1,4,-2.4883,24,0.25152,15,-0.4329,10,-1.3598,53,2.05113
ENSG00000118733,OLFM3,10,-2.3618,28,-0.8287,54,0.29555,85,1.58146,33,-0.5215
ENSG00000185946,RNPC3,230,2.22456,34,-1.4890,126,0.64984,18,-2.6403,71,-0.3224
ENSG00000162636,FAM102B,9,-2.4970,39,-0.2779,66,0.59114,86,1.57681,18,-1.4818
ENSG00000162639,HENMT1,6,-1.7954,12,-0.7345,23,0.38697,31,1.27710,15,-0.3303
ENSG00000134186,PRPF38B,348,2.26722,109,-0.2756,104,-0.3179,40,-2.0159,67,-1.0914
ENSG00000116266,STXBP3,120,1.33203,57,-0.1262,44,-0.5112,43,-0.6799,44,-0.5716
ENSG00000121957,GPSM2,80,2.17288,32,0.13351,8,-1.9209,6,-2.5547,23,-0.4098
ENSG00000121940,CLCC1,18,-0.2277,28,0.54408,26,0.33712,18,-0.2916,18,-0.2419
ENSG00000085433,WDR47,16,-3.0225,69,-0.7701,169,0.73899,191,1.40486,83,-0.4545
ENSG00000197780,TAF13,84,0.09409,56,-0.6262,96,0.30009,94,0.34752,71,-0.2195
ENSG00000215717,TMEM167B,27,-0.6092,37,-0.1026,49,0.35593,50,0.53074,32,-0.3556
ENSG00000116299,KIAA1324,10,-0.8045,7,-1.2645,33,1.14452,16,0.00057,23,0.66065
ENSG00000031698,SARS,153,-0.6491,174,-0.4290,296,0.46227,266,0.38022,240,0.13217
ENSG00000143126,CELSR2,66,-0.7167,109,0.13418,129,0.39796,127,0.49670,75,-0.5237
ENSG00000134222,PSRC1,74,0.74162,51,0.03913,28,-0.9138,43,-0.3069,47,-0.1121
ENSG00000134243,SORT1,389,0.76588,315,0.34964,233,-0.1802,227,-0.2810,143,-1.0154
ENSG00000143106,PSMA5,28,-1.5040,60,-0.2534,35,-1.0305,101,0.86347,88,0.46027
ENSG00000181754,AMIGO1,4,-3.3811,43,0.24559,57,0.69751,53,0.79361,31,-0.2976
ENSG00000065135,GNAI3,24,0.12712,34,0.83706,23,0.10013,12,-1.0433,22,-0.0160
ENSG00000116337,AMPD2,12,-2.7234,68,-0.0452,93,0.46161,77,0.19923,107,0.81873
ENSG00000168765,GSTM4,7,-1.9884,33,0.60047,23,-0.0718,24,0.06009,31,0.50175
ENSG00000134201,GSTM5,11,-2.3598,86,1.02715,39,-0.4236,26,-1.2021,98,1.30909
ENSG00000134202,GSTM3,17,-2.5883,91,0.06379,86,-0.0393,88,-0.0096,158,1.14957
ENSG00000168710,AHCYL1,220,-0.6817,462,0.65547,368,0.19311,137,-1.5767,563,1.07062
ENSG00000143093,STRIP1,7,-2.4693,51,0.73019,49,0.56331,40,0.30958,31,-0.2296
ENSG00000197106,SLC6A17,17,-3.0760,113,-0.1307,184,0.68391,201,1.20758,83,-0.6622
ENSG00000116396,KCNC4,7,-2.6996,28,-0.5552,81,1.21839,51,0.59501,43,0.16685
ENSG00000134248,LAMTOR5,65,-1.3531,159,0.15209,53,-1.5611,187,0.53719,201,0.59221
ENSG00000177301,KCNA2,8,-2.8245,34,-0.6713,85,0.88141,81,1.15416,43,-0.2657
ENSG00000259834,AL365361.1,2,-2.9756,6,-1.6175,30,1.03298,26,1.14348,18,0.19321
ENSG00000121931,LRIF1,24,0.33360,4,-2.3082,40,1.16533,21,0.06225,20,0.03360
ENSG00000134255,CEPT1,29,0.37260,21,-0.2020,39,0.80771,20,-0.2923,18,-0.4480
ENSG00000116455,WDR77,6,-1.3207,11,-0.4347,12,-0.2955,23,1.11402,13,-0.1042
ENSG00000116459,ATP5PB,87,-1.2200,184,0.04723,106,-0.8213,269,0.92087,171,-0.0854
ENSG00000116473,RAP1A,127,1.40771,77,0.36388,33,-0.9998,41,-0.8145,34,-1.0276
ENSG00000197852,INKA2,8,-2.3593,34,-0.1880,59,0.71624,49,0.56885,44,0.26140
ENSG00000171385,KCND3,34,-1.4301,43,-1.0680,171,1.27744,102,0.52247,86,0.13451
ENSG00000143079,CTTNBP2NL,33,0.86785,25,0.33204,36,0.89954,13,-0.8180,8,-1.5217
ENSG00000116489,CAPZA1,39,-0.5010,46,-0.2208,49,-0.0995,73,0.74673,42,-0.3819
ENSG00000155366,RHOC,45,-0.7228,137,1.41843,39,-0.8618,37,-1.1181,84,0.37932
ENSG00000155380,SLC16A1,39,1.09457,35,0.83353,26,0.22083,11,-1.2244,8,-1.6430
ENSG00000226419,SLC16A1-AS1,50,2.40396,12,-0.6325,26,0.68405,6,-1.7440,2,-3.1889
ENSG00000198799,LRIG2,30,1.30267,12,-0.4321,26,0.79814,10,-0.7578,7,-1.2007
ENSG00000081026,MAGI3,28,-0.2576,8,-2.1831,83,1.60476,26,-0.4787,47,0.68778
ENSG00000116793,PHTF1,12,-0.6686,15,-0.3350,26,0.56183,26,0.74964,13,-0.6312
ENSG00000081019,RSBN1,52,0.66392,15,-1.4202,76,1.24161,30,-0.4113,33,-0.1967
ENSG00000134262,AP4B1,14,-0.6964,25,0.27665,28,0.44575,21,-0.0645,23,0.10385
ENSG00000163349,HIPK1,35,-0.5166,42,-0.1795,64,0.50876,42,-0.1985,61,0.50581
ENSG00000197323,TRIM33,59,-0.2298,59,-0.2548,126,1.03107,61,-0.2128,66,-0.0359
ENSG00000116752,BCAS2,40,-1.1208,71,-0.1777,48,-0.7616,107,0.69484,96,0.37465
ENSG00000213281,NRAS,26,0.06552,20,-0.4229,49,1.08056,30,0.37594,11,-1.3769
ENSG00000009307,CSDE1,352,0.17641,315,-0.0309,366,0.21752,289,-0.2019,316,-0.0248
ENSG00000052723,SIKE1,14,-0.3509,24,0.64648,10,-0.7719,14,-0.3880,21,0.39219
ENSG00000163399,ATP1A1,110,-2.0913,320,-0.3793,406,0.03686,651,1.17358,376,-0.0965
ENSG00000198162,MAN1A2,1033,1.76404,246,-1.0242,439,-0.0380,167,-1.7679,499,0.19004
ENSG00000065183,WDR3,14,-0.1118,9,-0.8077,22,0.59995,20,0.55790,12,-0.4339
ENSG00000092621,PHGDH,84,-0.0653,191,1.62570,32,-1.5288,23,-2.2880,111,0.44487
ENSG00000265808,SEC22B,30,-0.9570,65,0.35480,48,-0.1671,68,0.52481,46,-0.2652
ENSG00000226067,LINC00623,8,-1.6074,31,0.54064,23,-0.0047,25,0.19145,27,0.25029
ENSG00000171943,SRGAP2C,110,1.36118,44,-0.4348,70,0.35991,43,-0.5293,28,-1.1845
ENSG00000232527,LINC02802,12,-1.2094,16,-0.6876,17,-0.5976,38,0.99936,29,0.32314
ENSG00000196369,SRGAP2B,51,0.66056,37,0.06635,51,0.56853,28,-0.4590,23,-0.7405
ENSG00000162825,NBPF20,44,2.17190,8,-1.1217,26,0.77521,6,-1.7136,7,-1.3054
ENSG00000265491,RNF115,45,-0.2470,54,0.07873,81,0.72038,44,-0.3181,54,0.05848
ENSG00000186141,POLR3C,15,-0.4518,15,-0.4857,27,0.48453,23,0.33930,21,0.06986
ENSG00000198483,ANKRD35,12,-0.8635,23,0.28497,19,-0.0264,13,-0.7309,34,1.05670
ENSG00000131779,PEX11B,13,-1.5268,35,0.05850,37,0.15165,49,0.80663,30,-0.2342
ENSG00000265241,RBM8A,120,0.22613,86,-0.3750,97,-0.1525,101,-0.1111,126,0.31461
ENSG00000271601,LIX1L,18,0.17259,24,0.76419,11,-0.5980,9,-1.1320,20,0.41636
ENSG00000272031,ANKRD34A,1,-4.1565,12,-1.1072,18,-0.3228,39,1.27822,33,0.71477
ENSG00000121851,POLR3GL,59,0.64163,42,0.01658,29,-0.5917,31,-0.5980,48,0.24240
ENSG00000265972,TXNIP,265,2.74472,110,0.49685,24,-1.8917,5,-4.3919,27,-1.8732
ENSG00000131791,PRKAB2,23,0.13619,17,-0.3967,23,0.10957,27,0.51159,15,-0.6361
ENSG00000178104,PDE4DIP,163,-0.2286,176,-0.0881,245,0.45412,173,-0.1430,206,0.19118
ENSG00000274265,AC245297.3,84,2.24550,32,0.05149,21,-0.5876,7,-2.5229,17,-0.9647
ENSG00000272755,AC245297.2,70,2.73273,36,0.97228,4,-2.4691,0,-7.4167,2,-3.3191
ENSG00000178096,BOLA1,10,-0.8512,16,-0.0776,4,-1.9885,26,0.96377,17,0.03778
ENSG00000159164,SV2A,64,-2.0354,148,-0.7159,476,1.27952,332,0.89820,172,-0.4584
ENSG00000143368,SF3B4,11,-1.0728,28,0.58242,13,-0.6793,25,0.40343,20,-0.0478
ENSG00000264522,OTUD7B,184,3.01278,53,-0.0656,35,-0.6935,5,-3.7818,12,-2.4398
ENSG00000136631,VPS45,12,-1.6793,39,0.24781,38,0.20768,39,0.29325,41,0.34206
ENSG00000023902,PLEKHO1,19,-1.6221,47,-0.1294,53,0.04892,51,0.01203,85,1.00439
ENSG00000143401,ANP32E,146,0.64987,80,-0.4462,147,0.57708,69,-0.7664,114,0.17228
ENSG00000117362,APH1A,31,0.04451,32,0.10358,27,-0.1445,28,-0.1640,32,0.13389
ENSG00000266472,MRPS21,97,-1.4908,238,0.00040,121,-1.0435,329,0.73055,299,0.42684
ENSG00000117360,PRPF3,26,0.78652,18,0.11804,21,0.31326,13,-0.5111,11,-0.7073
ENSG00000163125,RPRD2,34,-0.2093,38,-0.0218,44,0.22908,36,-0.1273,44,0.23724
ENSG00000143374,TARS2,11,-0.6909,20,0.30103,20,0.23915,21,0.39370,13,-0.4548
ENSG00000143369,ECM1,4,-2.3545,26,0.67787,21,0.26606,29,1.08074,6,-1.6376
ENSG00000143384,MCL1,17,-0.9482,38,0.43201,45,0.66579,23,-0.4812,37,0.40216
ENSG00000143420,ENSA,107,-1.7146,258,-0.2776,280,-0.1207,436,0.83195,352,0.27936
ENSG00000143437,ARNT,19,0.32948,21,0.55605,14,-0.2162,13,-0.3331,12,-0.4907
ENSG00000143418,CERS2,117,1.81751,98,1.37096,9,-2.5720,7,-3.0944,18,-1.6715
ENSG00000197622,CDC42SE1,21,-0.4102,41,0.82228,22,-0.2580,28,0.14594,17,-0.7625
ENSG00000213190,MLLT11,53,-3.1685,363,-0.1503,349,-0.1938,646,1.17014,414,0.08519
ENSG00000143458,GABPB2,70,2.49319,20,-0.3277,25,0.07696,2,-3.7113,13,-0.9773
ENSG00000163156,SCNM1,20,-0.4442,36,0.59249,15,-0.8644,25,-0.1341,31,0.27830
ENSG00000163159,VPS72,24,-0.2093,30,0.15684,14,-1.0216,29,0.08696,33,0.33348
ENSG00000143398,PIP5K1A,10,-0.7927,13,-0.2815,15,-0.0036,20,0.53028,17,0.18417
ENSG00000159352,PSMD4,110,-0.8975,207,0.19704,135,-0.4998,232,0.48187,197,0.10287
ENSG00000143393,PI4KB,39,-0.3507,51,0.11547,62,0.40821,51,0.12668,42,-0.2298
ENSG00000143416,SELENBP1,8,-1.6614,48,1.45818,13,-0.9245,6,-2.2079,45,1.28990
ENSG00000159377,PSMB4,94,-1.3102,249,0.34518,134,-0.6748,270,0.58928,217,0.09113
ENSG00000143442,POGZ,92,0.96709,67,0.33050,64,0.23710,38,-0.7436,31,-0.9732
ENSG00000143376,SNX27,71,0.24997,66,0.13260,84,0.50250,47,-0.5100,58,-0.1069
ENSG00000159409,CELF3,4,-3.0862,19,-0.7595,46,0.65793,43,0.76359,42,0.58269
ENSG00000143436,MRPL9,18,-1.0508,30,-0.2166,21,-0.7592,46,0.67736,42,0.39192
ENSG00000159445,THEM4,27,0.92439,11,-0.6112,15,-0.1467,16,-0.0340,12,-0.4880
ENSG00000197747,S100A10,23,-0.9998,52,0.38916,21,-1.0824,67,1.06802,25,-0.8868
ENSG00000197956,S100A6,112,-1.4331,335,0.44207,151,-0.8699,292,0.20922,361,0.58777
ENSG00000188643,S100A16,28,-1.0184,105,1.45353,29,-0.9093,24,-1.3485,73,0.66470
